"Variable","box0","box1","box2","box3","box4","box5","box6","box7","box8","box9","box10","box11","box12","box13","box14","box15","box16","box17","box18","box19","box20","box21","box22","box23","box24","box25"
"221","witch5_Nums",0,3010.83,1850.54,4164.16,3010.83,3047.74,1850.54,4164.16,39108.65,36748.5,4266.97,3000.98,25340.98,3361.79,0,16623.31,0,55435.32,55082.53,23398.13,32726.95,20944.04,61861.73,43441.84,4309.9,0
"222","witch6_Nums",0,567.99,418.88,673.8,567.99,745.92,418.88,673.8,5332.52,4070.13,812.74,534.88,2773.95,1278.46,162.74,2971.15,0,7195.82,5978.72,2283.05,3710.42,3467.07,7196.88,4640.01,861.41,0
"223","witch7_Nums",0,69.97,62.16,138.58,69.97,77.8,62.16,138.58,498.48,712.49,115.77,82.12,283.22,251.61,35.84,323.25,0,1261.59,805.77,314.21,465.99,465.99,581.36,443.86,98.03,0
"224","witch8_Nums",0,5.9,5.86,14.09,5.9,10.88,5.86,14.09,102.2,121.33,12.83,6.36,31.66,12.58,0.8,29.12,0,106.51,67.47,62.91,63.77,90.75,112.22,40.36,21.01,0
"225","sole1_Nums",0,6329539.97,2374585.36,17048529.69,6329539.97,2263147.03,2374585.36,17048529.69,0,90954.63,674688.46,804793.6,774177.71,4676387.37,6069934.87,0,0,0,2345142.71,0,0,0,645981.3,3775185.5,1409796.78,0
"226","sole2_Nums",0,23921773.11,5173358.08,43094456.71,23921773.11,4419910.71,5173358.08,43094456.71,0,701443.14,887198.67,2092609.68,1876677.47,4426460.57,9689343.95,0,0,0,0,506970.67,0,0,5279381.95,17422827.39,0,0
"227","sole3_Nums",0,18224494.5,1613909.13,2241801.68,18224494.5,3555726.76,1613909.13,2241801.68,0,1064750.49,666454.93,1498891.31,1675064.45,3329457.87,6063215.31,0,0,0,0,0,0,0,3189310.9,8110217.39,0,0
"228","sole4_Nums",0,34196262.73,4137584.78,11071520.61,34196262.73,7813925.09,4137584.78,11071520.61,0,613023.38,0,2522465.55,5603252.33,14508612.84,33494064.66,0,0,0,0,2815366.61,1896135.29,1896135.29,15309191,15834091.73,0,0
"229","sole5_Nums",0,1708044.44,318938.88,620168.8,1708044.44,697823.71,318938.88,620168.8,0,95391.34,0,243283.29,696422.77,1109094.69,1621652.82,0,0,0,0,0,0,0,1489937.81,1529489.34,0,0
"230","sole6_Nums",0,1574754.56,302062.89,1703460.46,1574754.56,383178.33,302062.89,1703460.46,0,0,0,172180.61,494914.96,1148258.53,538077.19,0,0,0,0,0,0,0,1396956.83,1353177.73,0,0
"231","sole7_Nums",0,936466.8,0,374586.72,936466.8,234116.7,0,374586.72,187293.36,0,0,66890.49,124061.84,187293.36,234116.7,0,0,0,0,0,0,0,379555.7,167644.8,0,0
"232","sole8_Nums",0,0,0,0,0,123217.75,0,0,418035.5,0,0,73970.57,145475.55,232241.95,418035.5,0,0,0,0,0,0,0,156118.2,231844.99,0,0
"233","sole9_Nums",0,637267.01,0,183827.02,637267.01,0,0,183827.02,0,0,0,0,0,0,176473.94,0,0,0,0,0,0,0,0,127847.99,0,0
"234","sole10_Nums",0,473900.96,155094.86,136702.2,473900.96,177712.86,155094.86,136702.2,0,0,0,65617.06,0,0,253094.36,0,0,0,0,0,0,0,0,284634.01,0,0
"235","sole11_Nums",0,0,43004.98,0,0,49276.53,43004.98,0,0,0,0,18194.41,0,0,33789.62,0,0,0,0,0,0,0,0,52561.64,0,0
"236","sole12_Nums",0,0,1373.94,0,0,1574.95,1373.94,0,0,0,0,2231.18,2697.03,3346.77,0,0,0,0,3824.88,0,0,0,6024.19,2426.9,0,0
"237","sole13_Nums",0,0,142.5,0,0,163.34,142.5,0,0,0,0,231.4,279.72,347.1,0,0,0,0,396.69,0,0,0,624.79,251.7,0,0
"238","turbot1_Nums",0,289475.59,182159.23,570923.1,289475.59,166618.44,182159.23,570923.1,141152.96,1456944.45,258033.59,463916.86,348103.36,336173.54,342164.19,4789118.29,0,470509.87,397452.62,215556.9,284621.52,612820.63,154892.99,1303840.37,2856935.91,0
"239","turbot2_Nums",0,123742.73,45814.38,40270.96,123742.73,40503.57,45814.38,40270.96,71167.33,16369.71,65505.88,43528.35,48493.76,57696.1,57126.38,501927.82,0,73448.2,142642.66,29727.14,35020.73,35020.73,39094.74,61990.43,599083.73,0
"240","turbot3_Nums",0,13164.73,9983.25,0,13164.73,5845.51,9983.25,0,17131.02,2337.19,7679.42,5540.26,11113.83,23038.27,0,91024.67,0,0,22654.07,5105.39,3459.56,3459.56,9661.83,10239.23,63049.63,0
"241","turbot4_Nums",0,6197.22,1041.55,0,6197.22,1739.67,1041.55,0,9799.02,648.06,1623.08,1185.07,1102.41,0,0,5311.9,0,0,2414.5,1045.17,401.71,401.71,0,1041.55,4721.69,0
"242","turbot5_Nums",0,0,0,747.85,0,186.63,0,747.85,365.02,82.34,372.98,146.95,247.05,467.41,0,534.18,0,0,747.85,681.64,94.22,94.22,169.97,0,747.85,0
"243","bass1_Nums",0,20520.28,18845.15,84861.39,20520.28,10429.26,18845.15,84861.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","bass2_Nums",0,0,11003.24,47867.52,0,7093.75,11003.24,47867.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","bass3_Nums",0,0,7197.41,22900.84,0,0,7197.41,22900.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","bass4_Nums",0,0,3470.64,11042.96,0,0,3470.64,11042.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","bass5_Nums",0,0,1673.57,5325,0,0,1673.57,5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","bass6_Nums",0,0,807.01,2567.75,0,0,807.01,2567.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","red_mullet1_Nums",0,375.41,6784.29,14272.39,375.41,131.07,6784.29,14272.39,98.59,49.71,0,522.57,365.61,241.93,4410.02,0,0,0,33.75,44.33,0,0,0,26.77,0,0
"250","red_mullet2_Nums",0,2215,4209.16,4111.18,2215,561.94,4209.16,4111.18,0,163.27,862.99,1228.93,335.61,994.23,0,0,0,0,431.49,0,0,0,0,0,0,0
"251","red_mullet3_Nums",0,1156.9,2198.46,2147.28,1156.9,293.5,2198.46,2147.28,0,85.28,450.74,729.52,175.29,519.29,0,0,0,0,225.37,0,0,0,0,0,0,0
"252","red_mullet4_Nums",0,0,0,0,0,0,0,0,0,0,0,7088.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","red_mullet5_Nums",0,0,0,0,0,0,0,0,0,0,0,3726.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","small_pelagic_filterfeeders1_Nums",0,141543.75,5403106.34,7551201.62,141543.75,7274220.24,5403106.34,7551201.62,74706.85,123654.46,557682.82,7636018.48,46628294.54,1067014.03,5485191.71,1508502.48,0,743104.67,377481.59,406571.27,516687.39,1390693.67,7266349.8,2439104.38,3126216.71,0
"255","small_pelagic_filterfeeders2_Nums",0,0,37778.56,15499.57,0,39644.03,37778.56,15499.57,32502.72,3654.68,16569.22,13283.56,1136.18,42994.31,123352.35,485990.79,0,120481.9,100752.77,67909.77,88698.54,336914.36,7610.45,6097.9,769009.31,0
"256","small_pelagic_filterfeeders3_Nums",0,0,115.46,220.51,0,27.6,115.46,220.51,0,155.78,2560.74,40.22,16.18,51.14,643.36,9352.05,0,3381.74,5026.53,1425.24,2045.42,3309.79,190.49,39.33,20564.83,0
"257","small_pelagic_filterfeeders4_Nums",0,0.34,8.44,468.58,0.34,0.13,8.44,468.58,0.24,0.23,0.05,0.12,0.65,5.2,2.36,11.42,0,3.74,6.85,1.63,2.72,4.98,0.76,0.04,41.13,0
